asn_name,country,asn_num,count
"DCT Dynamic Computing Technology",TW,131601,6
"MTSNET Moscow, Russia",RU,13174,6
ASN-NERIM,FR,13193,6
"SIA-HK-AS SkyExchange Internet Access",HK,132585,6
"PACHOST-AS Pacificnet Hosting Ltd",HK,133380,6
"IDNIC-BIZNETGIO-AS-ID PT Biznet Gio Nusantara",ID,133800,6
"DIGIWIN-AS Digi Win Infotainment Mumbai Pvt Ltd",IN,134312,6
AS134601,BD,134601,6
"CT-DONGGUAN-IDC CHINANET Guangdong province network",CN,134763,6
"SKHT-AS Shenzhen Katherine Heng Technology Information Co., Ltd.",CN,135357,6
"WEBPANDA-AS-VN Cong ty TNHH Web Panda",VN,135917,6
"PTPL-AS-IN Paradise Telecom Pvt Ltd",IN,136284,6
"PSRU-AS-AP PibulSongkramRajabhat University",TH,137241,6
"IDNIC-AR-RANIRY-AS-ID UIN AR-RANIRY",ID,137300,6
AS137571,CN,137571,6
"DSTECH-AS-IN Dstech Cyberspace Pvt Ltd",IN,137653,6
"CABLEBAHAMAS - Cable Bahamas",BS,15146,6
DATASTREAM-NET,MT,15735,6
"CHINATELECOM-HLJ-AS-AP asn for Heilongjiang Provincial Net of CT",CN,17897,6
"TINP-TW Taiwan Infrastructure Network Technologie",TW,18049,6
"SONET-TW Sony Network Taiwan Limited",TW,18182,6
AS-REG,RU,197695,6
ASN-AMBROGIO,IT,197954,6
FASTCON-AS,IT,198399,6
NXT-TELECOM,ES,201109,6
ACTIVEHOST-RU-LLC-AS,BY,202090,6
VDCBY-AS,BY,205820,6
Sweden,SE,20626,6
AVZON-AS,RU,208637,6
ROSTOV-TELEGRAF-AS,RU,21479,6
"CELLCO - Cellco Partnership DBA Verizon Wireless",US,22394,6
"PERSONA - PERSONA COMMUNICATIONS INC.",CA,23184,6
"TELKOMSEL-ASN-ID PT. Telekomunikasi Selular",ID,23693,6
"PINGANCOM Shenzhen Ping An Communication Technology Co.,Ltd",CN,23848,6
"HTCHCMC-AS-VN Hanoi Telecom Joint Stock Company - HCMC Branch",VN,24088,6
"UN-UKRAINE-AS Kiev, Ukraine",UA,24703,6
VINITA,LT,24852,6
URALTC-AS,RU,25086,6
CAMBRIUM-AS,NL,25596,6
"TN-BB-AS Tunisia BackBone AS",TN,2609,6
"Mandic S.A.",BR,262545,6
"Brasilnet Telecomunicações Ltda ME",BR,262808,6
"MARVITEL TELECOM",BR,263165,6
Itelsa,AR,263236,6
"Sansara Telecom",BR,263320,6
"ACX TELECOM LTDA.",BR,263420,6
"T-NET WIRELESS E INFORMA&#769 TICA",BR,263655,6
"Servicoop S.A.",AR,264691,6
"Sebastian Souto (SSSERVICIOS)",AR,264738,6
"IRANET TELECOM",BR,265032,6
"PROVNET TELECOM",BR,265134,6
"UP Telecom",BR,265147,6
"GPS SANJUAN SRL.",AR,265741,6
"INTERNET ULTRA LTDA",BR,266224,6
"PROLINK TELECOM LTDA - ME",BR,267535,6
"GIGASNET-AS - GIGAS HOSTING USA, LLC",US,27640,6
"Universidad Nacional Autonoma de Mexico",MX,278,6
"Comteco Ltda",BO,27839,6
IMPULS-AS,UA,28996,6
"SERVIHOSTING-AS AireNetworks - StackScale",ES,29119,6
"VECTRANET-AS Al. Zwyciestwa 253, 81-525 Gdynia, Poland",PL,29314,6
SIMPLYTRANSIT,GB,29550,6
ESVBA-ASN1,US,29886,6
"MF-MGSM-AS PJSC MegaFon",RU,31133,6
"GARS-AS Moscow, Russia",RU,31261,6
RENU,UG,327687,6
Tanzania-e-Government-Agency,TZ,327795,6
"SWISSCOM Swisscom (Switzerland) Ltd",CH,3303,6
BNAA-AS,DK,33796,6
NETORN-AS,RU,34123,6
SEVSKY-RU,UA,35533,6
SILKNET-AS,GE,35805,6
KENET-AS,KE,36914,6
INFOCOM-,UG,36997,6
"OPTIMAX-BD-AS-AP OptiMax Communication Ltd.",BD,38031,6
"KBRO-AS-TW kbro CO. Ltd.",TW,38841,6
"WEELAX-FR - Weelax",MF,394648,6
"CITICTEL-CPC-AS4058 CITIC Telecom International CPC Limited",HK,4058,6
GLOBALCONNECT-NETWORK,DK,42525,6
"INPL-IN-AP Ishan's Network",IN,45117,6
"EHOSTIDC-AS-KR EHOSTICT",KR,45382,6
"RMUTSV-AS-AP Rajamangala University of Technology Srivijaya",TH,45575,6
"NSTRU-AS-AP university network ,Nakornsitammarat, Thailand",TH,45847,6
"SPARKNZ Spark New Zealand Trading Ltd.",NZ,4771,6
TYFON-AS,RU,50299,6
"Infobarra Solucoes em Informatica Ltda",BR,52935,6
"R&R PROVEDOR DE INTERNET LTDA",BR,53143,6
"GR-NET http://www.grnet.gr",GR,5408,6
"URAL Ural Regional Net",RU,5563,6
"BBNL-IN Bangalore Broadband Network Pvt Ltd",IN,55947,6
"THEGIOISO-AS-VN Digital world data online company",VN,56158,6
DHUB,RU,56694,6
"HCN-01 *** Peering Info from HCN *** UpStream",GR,57794,6
"CHINATELECOM-HUNAN-YUEYANG-MAN Yueyang",CN,58542,6
"DTECH-BD Dtech Limited",BD,58813,6
CONSORTIUM,RU,59454,6
"Rondotech Telecom",BR,61664,6
"NETRIX-AS Netrix",FR,62000,6
FORMAT-TV-AS,UA,6712,6
"TELEFÓNICA CHILE S.A.",CL,7418,6
"CO-2COM-AS Moscow",RU,8334,6
"AVANTEL-BARNAUL-AS BARNAUL, Russia",RU,8711,6
"ASKONKUK Konkuk University",KR,9459,6
"HCN-AS HYUNDAI COMMUNICATIONS NETWORK",KR,9762,6
"ETL-IX-AS-AP Enterprise of Telecommunications Lao",LA,10226,5
"CWC-ROC-11139 - Cable & Wireless Dominica",DM,11139,5
"Telium Telecomunicações Ltda",BR,11432,5
"RC-01-AS - Ravand Cybertech Inc.",CA,12212,5
PARTNER-AS,IL,12400,5
IPPLANET-AS,IL,12491,5
"AS-NETIA Warszawa 02-822",PL,12741,5
HOMEPL-AS,PL,12824,5
ASN-ISKON,HR,13046,5
AS131374,VN,131374,5
"SOLONET-AS-ID PT. SOLO JALA BUANA",ID,131767,5
"NETCITI-AS-ID PT Netciti Persada",ID,132641,5
"UNIVERISITYMALAYSIAPERLIS-AS-AP University Malaysia Perlis",MY,133169,5
"MAXTECH-AS Maxtech Broadband Pvt Ltd",IN,133311,5
"AIS-FIBRE-AS-AP AIS Fibre",TH,133481,5
"LOOPNET-AS-AP Loop Networks Pvt. Ltd.",NP,133557,5
"ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.",IN,133647,5
"PNPL-AS Precious netcom pvt ltd",IN,133676,5
"KINGTEL-AS-AP KINGTEL COMMUNICATIONS LIMITED",KH,134708,5
"CHINANET-SICHUAN-CHENGDU-MAN CHINANET Sichuan province Chengdu MAN network",CN,134761,5
"MULTAN-AS-AP Multan Cable & Internet Services (Pvt) Ltd",PK,135003,5
"UNIVERSITYOFDHAKA-AS-AP university of dhaka",BD,135524,5
"BASNETWORK-AS-AP Arifuzzaman Auni t/a BAS Network",BD,136429,5
"ZINIOSS-AS-IN Zinios Information Technology Pvt Ltd",IN,138251,5
"CU-CN-AS China Unicom",CN,138421,5
AS139330,HK,139330,5
GCN-,UA,15713,5
SALT-,CH,15796,5
TELECITY-LON,GB,15830,5
"TOTAL PLAY TELECOMUNICACIONES SA DE CV",MX,17072,5
"Otecel S.A.",EC,19114,5
ARUBACLOUDLTD-ASN,GB,199883,5
ASREGIONTELEKOM,RU,202011,5
"HOSTEUR-NET-CORE Hosteur NETWORK CORE",FR,204818,5
OMEGANET-AS,PL,205296,5
MAZARRON5G,ES,206124,5
VENUS-INTERNET-AS,GB,20952,5
"AS-BTIRE BT Ireland was previously known as Esat Net, EUnet Ireland & IEUnet.",EU,2110,5
"ZNET - Zenlayer Inc",US,21859,5
"ASN-DCS-01 - DCS Pacific Star, LLC",US,23338,5
RELIABLESITE,US,23470,5
"ONLINE-AS Cogetel Online, Cambodia, ISP",KH,23673,5
"YAHOO-2 Yahoo Japan Corporation",JP,24296,5
"SAP-AS-ID PT Solusi Aksesindo Pratama",ID,24525,5
"TOGOTEL-AS TogoTelecom, Togo",TG,24691,5
IVTELECOM-AS,RU,24699,5
SAUDINETSTC-AS,SA,25019,5
"ESCOMBG-AS Local Internet Service Provider Bulgaria",BG,25374,5
SCS-TELECOM-AS,KZ,25548,5
"CIPHERKEY - Cipherkey Exchange Corp.",CA,25668,5
"Vogel Soluções em Telecom e Informática S/A",BR,25933,5
"ACESSOLINE TELECOMUNICACOES LTDA",BR,262391,5
"OnLine Assis Telecomunicações Ltda",BR,262820,5
"Telecable Central, S.A.",DO,263689,5
"ZGLOBALHOST LTDA.",CL,263702,5
"CAMON PROVEDOR",BR,264112,5
"REDES DEL OESTE S.A",AR,264685,5
"SUM SISTEMA DA INFORMAÇÃO LTDA",BR,265181,5
"VISUAL LINK COMUNICACOES MULTIMIDIA LTDA - ME",BR,265442,5
"COEFICIENTE COMUNICACIONES SA DE CV",MX,265524,5
"GEIZA TEIXEIRA MARTINS IIDA - ME",BR,266042,5
"FOXLINK - INTERNET E ACESSÓRIOS LTDA",BR,266119,5
"bipNET Internet Banda Larga",BR,266188,5
"JB INFORMÁTICA LTDA ME",BR,266479,5
"SERVICO E COMERCIO PROVEDORES FDATELECOM LTDA - ME",BR,266608,5
"Eaglenet Tecnologia Ltda - ME",BR,266950,5
AS268506,BR,268506,5
"A. CHAVES DOS SANTOS COMERCIO",BR,269721,5
"EDEILTON LIMA DOS SANTOS - ME",BR,270340,5
"Fundacao de Amparo a Pesquisa/RJ",BR,2715,5
"NITNET INFORMATICA S/C LTDA.",BR,27697,5
"Locaweb Serviços de Internet S/A",BR,27715,5
"CONSULNETWORK LTDA",CO,27941,5
"ASSOCIAÇÃO NACIONAL PARA INCLUSÃO DIGITAL - ANID",BR,28135,5
"Sator Engenharia Ltda.",BR,28238,5
"G8 NETWORKS LTDA",BR,28329,5
"REDEL SERVIÇOS DE TELECOMUNICAÇÕES LTDA",BR,28670,5
"CRIMEACOM-LLC CrimeaCom LTD. Autonomous system",RU,28761,5
"MEDIACOM-ENTERPRISE-BUSINESS - Mediacom Communications Corp",US,30036,5
NITA,UG,327724,5
Centracom,ZA,327791,5
Societe-TLDC,GA,327876,5
"VIRPUS - Wowrack.com",US,32875,5
"TPSUZ-AS ----- UPSTREAM: East Telecom -----",UZ,34718,5
NEOTEL-AS-,MK,34772,5
EURO-WEB-AS,FR,35393,5
GALAXYBB-AS,NG,37018,5
SIMBANET-AS,TZ,37027,5
GGoC1-AS,GH,37313,5
HORMUUD,SO,37371,5
"CMNET-V4TIANJIN-AS-AP tianjin Mobile Communication Company Limited",CN,38019,5
"PIKANET-AS-ID PT Pika Media Komunika",ID,38506,5
"CJONLINE CJONLINE ISP India",IN,38625,5
"ISPETC ----- UPSTREAM: Uzbektelecom -----",UZ,39032,5
YUG-LINK-AS,RU,42478,5
KASPNET-AS,RU,42922,5
IRTELCOM-AS,RU,43530,5
STARNET,CZ,44489,5
"DEN-ISP-AS-IN-AP Den Digital Entertainment Pvt. Ltd. AS ISP india",IN,45184,5
"MEGHBELA-IN MEGHBELA BROADBAND",IN,45804,5
"SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd",MY,45839,5
"DEPKES-AS-ID Departemen Kesehatan",ID,46034,5
AS-HOSTINGER,LT,47583,5
"WIDEBAND-AS-AU Wideband Networks Pty Ltd, Transit AS",AU,4764,5
RSUOG-AS,RU,48379,5
OGICOM,PL,48760,5
"GNC-ALFA GNC Alfa CJSC (Rostelecom Armenia)",AM,49800,5
SYRION-AS,PL,50231,5
"AUREON-5056 - Aureon Network Services",US,5056,5
UFA-AS,RU,51035,5
"Cable Tica",CR,52228,5
"Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB",BO,52250,5
"ISOTELCO LTDA",BR,52936,5
"Center Prestadora Serviços S/C Ltda",BR,53059,5
UNITED-AS,UA,5593,5
"HWCSNET Huawei Cloud Service data center",CN,55990,5
"GTDCL-HK Unit A-E, 13/F, Golden Sun Centre",HK,58411,5
"MULTIDATA-ID-AP PT Multidata Rancana Prima",ID,58552,5
"RAINBOWISP-AS Rainbow communications India Pvt Ltd",IN,58898,5
Z-TELECOM,RU,60139,5
"DE-DGW Deutsche Glasfaser Wholesale Internet",DE,60294,5
"XMISSION - XMission, L.C.",US,6315,5
ROSNET-AS,RU,6863,5
"WINDSTREAM - Windstream Communications LLC",US,7029,5
"APOL-AS Asia Pacific On-line Service Inc.",TW,7482,5
"VNPT-AS-VN Vietnam Posts and Telecommunications (VNPT)",VN,7643,5
"V2-VENTURES-SHUTTER-NET - V2 Ventures, LLC (dba ShutterNet)",US,8180,5
"NEO-ASN legacy Neotelecoms",FR,8218,5
"ASTEL-AS Alma-Ata",KZ,8393,5
"SKHDSV-AS Sakhalin Branch",RU,8443,5
"CANET-ASN-4 - Bell Aliant Regional Communications, Inc.",CA,855,5
"BTC-AS BULGARIA",BG,8866,5
"MOLDTELECOM-AS Moldtelecom Autonomous System",MD,8926,5
GD-EMEA-DC-SXB1,DE,8972,5
"TISCALI-UK ISP Network, UK",GB,9105,5
"EWETEL Cloppenburger Strasse 310",DE,9145,5
"KOSCOM-AS-KR KOSCOM",KR,9526,5
"KWANGWOON-AS-KR KWANGWOON UNIVERSITY",KR,10088,4
"SPCS - Sprint Personal Communications Systems",US,10507,4
"KREONET-AS-KR Korea Institute of Science and Technology Information",KR,1237,4
JAMBONET,KE,12455,4
AKNET-AS,KG,12764,4
"KINGCORP-KH OpenNet ISP Cambodia",KH,131178,4
IBGC,BG,13124,4
"TERABIT-AS-ID PT SELARAS CITRA TERABIT",ID,131706,4
"BTWWIDC-H Autonomous System",GB,13205,4
"NETWORK-LEAPSWITCH-IN LeapSwitch Networks Pvt Ltd",IN,132335,4
"BRT-AS ITALY",IT,13284,4
"FICUSTELECOM-AS FICUS TELECOM PRIVATE LIMITED",IN,132931,4
"LOCALTEL - LocalTel Communications",US,13370,4
"TOINTER-AS-AP Xinyuan Interconnect (HK) Limited",CN,133731,4
"EASYINTERNETCOMPANY-AS-AP Network Infrastructure",HK,133905,4
"EXCITEL-AS-IN Excitel Broadband Private Limited",IN,133982,4
"CHINANET-NANJING-IDC CHINANET Nanjing IDC network",CN,134756,4
"IDNIC-BSTI-AS-ID PT Berkah Solusi Teknologi Informasi",ID,135450,4
"ASN-CBNBROADBAND PT. Cyberindo Aditama",ID,135478,4
"DIGITAX-AS Digitax India Communications Pvt Ltd.",IN,135848,4
"BKHOST-AS-VN Vietnam Online Network Solution Joint Stock Compnay",VN,135953,4
"ASN-VINS - ViaWest",US,13649,4
"NETCORE-AS-AP Spectrum Life Company Limited",MM,136783,4
"HWCLOUDS-AS-AP HUAWEI CLOUDS",HK,136907,4
"KYIT-AS-AP Kuaiyun Information Technology CO.Ltd.",CN,137218,4
"ONEEIGHT-AS-IN One Eight Technologies Private Limited",IN,138225,4
"SPACETRA-AS-IN Spacetrade Internet Pvt Ltd",IN,138293,4
"STARNET7-AS Juweriyah Networks Private Limited",IN,138296,4
"LIVEFIBR-AS-IN Live Fibernet",IN,138746,4
"HOPONE-GLOBAL - HopOne Internet Corporation",US,14361,4
Satnet,EC,14522,4
"ACCESSKENYA-KE ACCESSKENYA GROUP LTD is an ISP serving",KE,15808,4
BORUSANTELEKOM-AS,TR,15924,4
"OSK-DNI Slovakia",SK,15962,4
"VTT-AS ISP, Saratov, Russia.",RU,15974,4
"HLKOMM 04107 Leipzig",DE,16097,4
"ICOMSA S.A. de C.V.",SV,16592,4
"DWINS-TW DWINS Digital Service Corp.",TW,17416,4
"GABIA-AS-KR GABIA Inc.",KR,17589,4
"SATATANET-ID Jl. Raya Pasar Minggu no 99D",ID,17826,4
"SEVENSTAR-AS Seven Star Internet Service Provider",IN,18196,4
ASNLS,KZ,200590,4
ASTEKNOBOSS,TR,201364,4
MIRANDA-AS,RU,201776,4
LANET-AS,UA,202103,4
"-Reserved AS-",US,20260,4
"IINET-2044 - Infinity Internet, Inc.",US,2044,4
"ON-LINE-DATA Server location - Netherlands, Dronten",NL,204601,4
UVL2-ASN,UA,204725,4
"TRANSTELECOM Moscow, Russia",RU,20485,4
AS20738,GB,20738,4
"TRANSIP-AS Amsterdam, the Netherlands",NL,20857,4
AS208890,RU,208890,4
JPASN,JP,209341,4
ASN-WELCOMEITALIA,IT,21056,4
"ABCOM-AS Tirana, Albania",AL,21183,4
"A1SI-AS A1 Slovenija",SI,21283,4
"Megatelecom Telecomunicacoes Ltda",BR,22381,4
"Maxcom Telecomunicaciones, S.A.B. de C.V.",MX,22566,4
INFOSAT-IP,ZA,22572,4
"NTC-AS-AP National Telecommunication Corporation HQ",PK,23888,4
"AGNI-AS Agni Systems Limited",BD,23923,4
"RANKS-AS-BD Ranks ITT Ltd.",BD,23991,4
"APBT-AS-TW Asia Pacific Broadband Fixed Lines Co., Ltd.",TW,24154,4
"SEVEREN-TELECOM St.Petersburg, Russia",RU,24739,4
ASN-TOMLINE,RU,25446,4
FasoNet-AS,BF,25543,4
"VSAT- TELECOMUNICAÇÕES LTDA",BR,262385,4
"Empresa Municipal de Informatica s/a",BR,262714,4
"VIAR TELECOM EIRELI - ME",BR,263532,4
"QUATRO IRMAOS COMERCIO E SERVICOS EM INFORMATICA E",BR,263534,4
"Digital Net Internet Service Provider",BR,263646,4
"TVANET TELECOM LTDA",BR,263950,4
"Itech Telecom",BR,264294,4
"CLOUD2NUBE, S.A.",GT,264639,4
"Live Telecom Ltda",BR,265200,4
"Navega.com S.A.",GT,26617,4
"GOLDEN LINK",BR,266181,4
"JOSE OLIVEIRA DE LIMA DDSAT NET TELECOM E INF - ME",BR,266339,4
"COOPERATIVA DE AGUAENERGIA Y OTROS SERVICIOS COMUNITARIOS DE DOS DE MAYO LTDA",AR,266685,4
"RAFAEL ROCKENBACH MASCARENHAS - ME",BR,267504,4
AS268106,BR,268106,4
AS268568,BR,268568,4
"Via Local Internet",BR,269472,4
"ELETRONIC SPORT S BRASILIA LTD ME",BR,270310,4
"Gold Data C.A.",VE,28007,4
TEISA,PY,28103,4
"RLINE - Soluções Inteligentes",BR,28145,4
"Linhares Serviços Online LTDA EPP",BR,28156,4
"CMA Consultoria Metodos Assessoria e Mercantil S/A",BR,28189,4
"Superline Telecomunicações Ltda",BR,28208,4
"Sistemas de Communicacion GM S.A. de C.V.",MX,28506,4
"Predlink Rede de Telecomunicções Ltda",BR,28665,4
"RETELIT-AS Internet Service Provider",IT,28716,4
ERICSSON-M2M-INET-AS,SE,28852,4
SCALEUP,DE,29014,4
"LATVENERGO-AS Ventspils street 56-58, LV-1046",LV,29600,4
"HEG-US - HEG US Inc.",US,30083,4
"AFFINITY-FTL - Affinity Internet, Inc",US,3064,4
"ETHERIC - Etheric Networks, Inc.",US,30640,4
INTRED-AS,IT,31115,4
SHTORM-AS,UA,31725,4
LIFECELL-AS,UA,34058,4
DEBRYANSK-AS-1,RU,34267,4
ESAMARA-AS,RU,34533,4
DATALINE-AS,UA,35297,4
Zantel-AS,TZ,36930,4
Airtel-,UG,36977,4
VODACOM-,MZ,37223,4
BITFLUX,NG,37714,4
"HMIDC Shenzhen HuMeng Technology Co., Ltd.",CN,38339,4
"SUPERBROADBANDNETWORK-AS-AP Super Broadband Network",TH,38444,4
"MLINK-AS-ID JAWA POS NATIONAL NETWORK MEDIALINK, PT",ID,38527,4
"CMCTELECOM-AS-VN CMC Telecom Infrastructure Company",VN,38733,4
"HYPERNET-AS-ID PT. HIPERNET INDODATA",ID,38758,4
"WHITELABELIT - WhiteLabel IT Solutions Corp",US,394625,4
ELIGHT-AS,RU,39927,4
"SUBISU-CABLENET-AS-AP Subisu Cablenet (Pvt) Ltd, Baluwatar, Kathmandu, Nepal",NP,4007,4
ERTH-PENZA-AS,RU,41754,4
"TTC-AS JSC Transtelecom",KZ,41798,4
RADORE,TR,42926,4
GUDAUTA-AS,RU,42938,4
DME-AS,RU,43001,4
ONAT-AS,UA,43384,4
"INGUSHELECTROSVYAZ-AS former Ingushelectrosvyaz",RU,44412,4
MEGATUUTTI,FI,45010,4
"WIN-AS-TH-AP World Internetwork Co.,LtdThailand.",TH,45223,4
"BTCL-ISP-AS Bangladesh Telecommunications Company Limited (BTCL), Nationwide",BD,45588,4
"ASAHI-NET Asahi Net",JP,4685,4
TURKSAT-AS,TR,47524,4
SAATCHI-AS,NL,47674,4
FAST-NET-AS,KG,47782,4
"MPX-AS Microplex PTY LTD",AU,4804,4
ITSOFT-AS,RU,48614,4
"KTEL-AS Ekaterinburg, Russia",RU,48642,4
ARTNET-AS,UA,48730,4
ZAIN-,JO,48832,4
AS49126,TR,49126,4
SRR-AS,FR,49902,4
IP4ISP,CZ,49985,4
ANNET,RU,50060,4
BIZTELECOM,RO,50094,4
AS50668,RU,50668,4
ASINTELLEKT,RU,51507,4
"Universidad de La Punta",AR,52440,4
"Conectnet Telecomunicações Ltda.",BR,52685,4
"COPREL TELECOM LTDA",BR,52892,4
"Multipla Serviços Inteligentes",BR,52898,4
"MINAS NET LTDA ME",BR,52901,4
"Acesse Comunicação Ltda",BR,53078,4
"Rede Telecom",BR,53080,4
"REDESULNET TELECOMUNICACOES LTDA - ME",BR,53112,4
"Omni Telecomunicacoes Ltda",BR,53171,4
"GRUPOHOST COMUNICACAO MULTIMIDIA LTDA",BR,53231,4
"NRBN - Niagara Regional Broadband Networks Limited",CA,53486,4
"BREVARD-COMMUNITY-COLLEGE - Eastern Florida State College",US,53979,4
BT,GB,5400,4
"AS-SBI - Condointernet.net",US,54858,4
"QUANTILNETWORKS - QUANTIL NETWORKS INC",US,54994,4
"NKN-CORE-NW NKN Core Network",IN,55824,4
"ARGON-AS-ID Argon Data Communication",ID,58477,4
"HSPNET-AS-ID PT Parsaoran Global Datatrans",ID,58495,4
"KHTECH Shanghai Kuanhui Tech. Co.,ltd",CN,59083,4
"DCC-ASN Digital Communication Palestine, Backbone Services Provider",PS,60268,4
"VPSQUAN - VpsQuan L.L.C.",US,62468,4
"COLOMX-LLC - ColoMX LLC",US,62900,4
"IDNIC-TEMANGGUNGKAB-AS-ID PEMERINTAH KABUPATEN TEMANGGUNG",ID,64306,4
AS64567,Unknown,64567,4
QA-ISP,QA,8781,4
"TDNC Community Network Center Inc.",JP,9354,4
"SEOKYUNG-CATV-AS-KR Seokyung Cable Television Co.. Ltd.",KR,9694,4
"DNET-ID-AP PT. Core Mediatech (D-NET)",ID,9794,4
"JTCL-JP-AS Jupiter Telecommunication Co. Ltd",JP,9824,4
"ANLAI-AP AS for Anlai",CN,9939,4
"MPT-AP Myanma Posts and Telecommunications",MM,9988,4
"CNM-AS-KR DLIVE",KR,10036,3
"CARINET - CariNet, Inc.",US,10439,3
"DISTRIBUTEL-AS11814 - DISTRIBUTEL COMMUNICATIONS LTD.",CA,11814,3
"BN-AS Belarussian data communication service provider.",BY,12406,3
ONETEL-AS,GB,12708,3
"Barnaul, Russia",RU,12846,3
"HOTNET-IL AMS-IX Admin LAN",IL,12849,3
"TELEHOUSE-AS-VN Telehouse international corporation of vietnam",VN,131358,3
"RUNSYSTEM-AS-VN GMO-Z.com Runsystem Joint Stock Company",VN,131392,3
"CONNECT-AS-AP Connect Communications",PK,132165,3
"SKYNET-AS-IN Skynet Broadband Plus Solution",IN,132566,3
"BITSNET-AS-ID PT BINA INFORMATIKA SOLUSI",ID,132637,3
"REALTEL-AS-IN Realtel Network Services Pvt Ltd",IN,132754,3
"TOPWAY-AS-AP TOPWAY GLOBAL LIMITED",HK,132883,3
"GAIBANDHAONLINE-AS-AP Md. Ahasan Kabir Choudhury t/a Gaibandha Online",BD,133945,3
"TOT-IDC-AS-AP Internet Data Center Service",TH,134166,3
"SVCPL-AS Sampath Venkateswara Communications Pvt Ltd.",IN,134305,3
"FWSPL-AS-AP Fusionnet Web Services Private Limited",IN,134375,3
"CMNET-JILIN-AS-AP China Mobile Group JiLin communications corporation",CN,134810,3
"PDPL-AS-AP PI DATA CENTERS PRIVATE LIMITED",IN,135133,3
"KNETISP-AS K Net Solutions Pvt Ltd",IN,135247,3
"EFLYPRO-AS-AP EFLY NETWORK LIMITED",HK,135373,3
"BROADBAN-AS Esto Broadband Private Limited",IN,135817,3
"SONICWIRELESS-AS Sonic Wireless Technologies",IN,135821,3
"TELSTRA-BELONG-AP Telstra Corporation",AU,135887,3
"OPTIX-AS-AP Optix Pakistan (Pvt.) Limited",PK,136384,3
"IDNIC-DKISCRB-AS-ID Dinas Komunikasi Informatika dan Statistik Kota Cirebon",ID,136882,3
"IDNIC-KOMINFOKABMGL-AS-ID DISKOMINFO Kab. Magelang",ID,137361,3
AS138576,HK,138576,3
AS139471,TW,139471,3
"SUREWEST - Consolidated Communications, Inc.",US,14051,3
WANANCHI-,KE,15399,3
IDK-NETWORK,MD,1547,3
AKADO-STOLITSA-AS,RU,15582,3
Sudatel,SD,15706,3
"DIL-AP DIRECT INTERNET LTD.",IN,17820,3
"NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE",KR,17841,3
"SMARTONE-MB-AS-AP SmarTone Mobile Communications Ltd",HK,17924,3
"EDITNET EditNet, Incorporated",JP,17948,3
"VIEWQWEST-SG-AP Viewqwest Pte Ltd",SG,18106,3
"AMX Argentina S.A.",AR,19037,3
"TELEFÔNICA BRASIL S.A",BR,19182,3
ASCHIM,BG,196801,3
"NETSPRING-AS Via Latina 5",IT,196956,3
WEDOS,CZ,197019,3
SEVEREN-VOLGA,RU,197235,3
TOPHOST,GR,199246,3
UKRAINE-AS,UA,200000,3
RUSPHONE-AS,RU,201825,3
AS201884,AM,201884,3
HOSTER-,KZ,202958,3
AS207083,NL,207083,3
ALKHAWALID,SA,207169,3
OUTREMER-AS,FR,20776,3
AS208405,UA,208405,3
BALTKOM-AS,LV,20910,3
"MULTIMEDIA-AS Cable DTV Internet Voice Provider in Poland.",PL,21021,3
SOTELMABGP,ML,21271,3
CGATES-AS,LT,21412,3
FLEX-AS,RU,21453,3
"AMBERIT-BD-AS AmberIT Limited",BD,23956,3
AS24000,HK,24000,3
"CRNET_BJ_IDC-CNNIC-AP China Tietong Telecommunication Corporation",CN,24138,3
"ICNET Jupiter Telecommunications Co., Ltd.",JP,24276,3
"KIR KAGOYA JAPAN Inc.",JP,24282,3
"RAILCOM Railcom - Commercial Center",MN,24320,3
"DAKARANET-AS-ID Internet Service Provider",ID,24527,3
BABILON-AS,RU,24722,3
H3G-AUSTRIA-AS,AT,25255,3
"SO-NET So-net Entertainment Corporation",JP,2527,3
WIND-AS,GR,25472,3
NTUU-KPI-AS,UA,25500,3
"Empresa Provincial de Energia de Cordoba",AR,262150,3
"Net Aki Internet Ltda",BR,262343,3
"Data Info Comercio e Servico Ltda.",BR,262375,3
"GLP Telecomunicações Ltda.",BR,262399,3
"Global Tech Internet Banda Larga EPP - ltda",BR,262493,3
"NOVANET TELECOMUNICAÇÕES LTDA ME",BR,263046,3
"Direta Comunicações Ltda - ME",BR,263070,3
"Louvetel Comunicação Comercial Ltda ME",BR,263110,3
"TOPPNET TELECOM LTDA",BR,263262,3
"AXES SERVICOS DE COMUNICACAO LTDA.",BR,263422,3
"CORPORATIVA TELECOMUNICACOES EIRELI ME",BR,263432,3
"MARANDÚ COMUNICACIONES S.E.",AR,263774,3
"TEX NET SERVIÇOS DE COMUNICAÇÃO EM INFORMATICA LTD",BR,264562,3
"BRASIL NETWORKS LTDA",BR,265468,3
"A J S PORTO REDE DE COMUNICACOES",BR,265922,3
"DN COMERCIO DE EQUIPAMENTOS DE INFORMATICA EIRELI",BR,267456,3
"ATENDNET COM. E SERV. DE EQUIP. INFORMÁTICA LTDA",BR,267477,3
"Equatorial Telecomunicações LTDA",BR,267501,3
AS267882,AR,267882,3
AS268528,BR,268528,3
